"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","gdp_growth_per_capita_from_previous_year_2020_q2","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","healthy_life_expectancy_ihme","life_expectancy_ihme","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un"
"11",67.856,0.788297947,1.835305955,2.805918933,65.85613589,153.3254766,234.4126092,9.670721036,22.51525832,34.42259283,0,0,0,0,0,0,8616862,1032479,11.572171,13.0270691,12.6342799,12.6342799,0.34,0.12,0.485528189,2.879015868,2.957904113,0.139391485,0.826543764,0.849191985,21.83,27.95,538.85,115.88,15.29,32,42.35,45.09,8.4,0.63,1.33,113.32,3.75,19.9,15.8,23.6,5.173,315.14001,"3",26.55491,16628.0553,8.492601,5.19,5.3,312.41,15.50852,-0.00226243349881441,61.11,"0","0",64.29,1.84111979721,33879,2.9,1191.289459,64.5,0.7605,0.3749,3.8114,3.6659,1.1615,11.2752,17.4472,26.5589,0.5307,67.2454,2.3643,10.8916,5.0105,0.6391,0.1176,17.2331,0.6142,3.9987,63.4,72.03,8.63,936.67621,5.29e+09,14.7,31.7,38.24,17,3.8,3196.537872,9.40273825855,73.005,70.6,26.24688161,28.15375814,18.2,6,5233,3410,10223344
"12",335.666,0.85021440441,2.68569391666,3.81309752584,69.5597163185,230.154238849,323.642011411,12.32543896297,46.2619623445,62.7892792221,0.69321805672,5.7980383971,14.7220918,36081.5751145697,217928.50062755,632487.398595899,355891,30947,11.2055637,13.6572693,14.2889055,14.2889055,0.42,0.2,0.227348358,0.214321145,1.019459414,1.305280137,1.230486714,5.853044795,19.7,32.34,303.91,73.96,30.54,16.91,16.98,102.35,16.65,0.25,1.3,165.35,2.9,31.6,24.4,38.1,6.02004,423.20079661,"4",38.1145102,19838.834849,13.33248202,6.3641,2.518,412.4907,18.32843,-0.00375409405653785,57.41,"1","1",71.43,1.78846592183,30459,100,1699.052483,68.977,0.6028,0.4351,3.9065,3.6092,1.1519,10.1391,18.2932,26.3847,0.8157,77.5778,1.2032,9.2152,4.7741,0.6733,0.1052,14.854,0.6453,3.8498,64.88,73.86,8.98,471.66946,1.794e+09,11.553,12.1,13.61,8.7,6.3,1062.501087,7.23111003251,73.918,75.1,27.28640266,29.0596084,6.9,0,50,31,396914
"13",185.709,0.7001821227,2.54048336008,3.51861681634,59.5440563093,207.755301701,289.822369945,11.50009083405,38.2620790763,59.103473929,0.17756560043,2.1033024025,4.5641267844,35583.3420238044,165086.207183691,5346756.97193801,1360880,10975,12.006818,10.6416642,8.2248035,8.2248035,0.7,0.31,0.428260015,0.485430128,1.941009461,1.87528846,2.125628087,8.499398762,28.6,51.43,249.93,35.3,33.35,33.65,14.4,188.6,15.38,1.94,0.82,103.75,4.03,29.8,25.5,36.8,6.173,823.8555921,"4",34.067793,39498.7672,48.8426085899999,10.4213,3.913,721.013,15.13789,-0.00280912549735449,53.7,"2","1",66.43,1.78497263905,25533,100,2453.155914,79,0.4431,0.5303,3.02,3.4965,1.0936,8.24290000000001,15.7378,24.0438,0.7178,70.2265,1.9441,11.2046,4.6767,0.6254,0.1472,13.1844,0.6374,3.3095,65.36,76.77,11.41,615.72601,6824500000,11.936,6.2,7.52,5.6,19,533.1194641,6.89316889809,77.292,76.4,24.895558,24.79195613,1.1,0,107,55,1748295
"14",35.449,0.643520024,1.946392559,3.441523122,53.76107138,162.6058947,287.5123744,14.4642141,43.74850452,77.35412319,0.2078029,37.54431,77.60098,331800.1227,59947222.41,123905944.9,97687737,63513149,10.2542749,9.2910122,7.4267267,7.4267267,2.68,0.45,6966.326443,10766.63151,15414.84812,112.7259626,174.2207907,249.436142,20.8,23.94,313.8,144.07,20.86,103.92,25.9,72.27,18.01,4.19,0.98,90.05,1.97,3.6,2.3,5,5.28,117.31,"2",32.38527,4099.253,2016.32351,2.4471,41.3,109.03,18.63379,-0.000617982240542669,35.19,"0","0",39.76,1.81513244627,38814,1.4,88.03535581,51.7,0.8659,0.8183,3.2291,4.2955,1.1055,15.6708,30.6987,40.2552,1.1432,72.932,3.6319,9.7221,4.5781,1.0167,0.1173,15.6742,0.4821,3.1716,62.77,72.62,9.85,63.223766,2.2242e+11,24.6,37.6,34.26,17.3,37.3,3186.298445,6.80507359603,72.591,71,21.40108169,22.05260608,23.3,108,90109,68140,166303494
"15",24.359,0.963971167809999,2.89159034009,4.25298922663,79.6966633262,249.931890808,356.18304254,16.2002544977,55.6929130746,73.774837104,1.55176330579,8.3181782841,22.283469601,40132.768076696,293103.79013146,1378964.7982844,273417,10800,10.5051944,13.7144681,16.3594163,16.3594163,0.56,0.25,0.47216115,0.525287214,1.639678792,1.623893897,1.806609246,5.639312724,14.4,31.54,198.43,65.64,22.01,13.08,11.08,106.04,13.77,0.24,1.35,159,2.93,23.1,14.7,31.3,5.90672,432.2796982,"4",41.151295,11995.1868,18.11631437,6.1614,0.9,415.4105,18.84914,-0.00348174041138046,50,"1","1",57.5,1.78531707285,26768,100,1233.55044,66.8,0.6079,0.3739,3.7847,3.6619,1.1637,10.5458,18.3379,27.2977,0.795999999999999,77.4928,1.2148,9.5338,5.1564,0.7235,0.1059,14.8681,0.66,3.3332,66.92,76.62,9.7,557.15704,1e+07,13.27,13,13.59,7,5.5,1116.610777,8.070839579,79.19,75.4,26.51546778,29.41101997,8,0,32,24,287708
"16",102.124,0.799425284,2.174897893,4.061629992,66.78573798,181.6957304,339.3174596,9.50114393,25.8485919,48.27234256,0,0.02752161,1.027703,0,2614.075175,97613.94408,8948708,540908,8.0120648,7.5475883,9.9730906,9.9730906,0.2,0.09,0.470023218,2.439037907,3.084223009,0.051920866,0.269427029,0.34069706,55.31,28.12,527.78,100.19,4.24,15.56,19.51,10.93,12.62,0.22,0.53,133.84,3.97,24.5,22.1,26.3,5.821,571.14001,"3",25.27785,18727.3176,0,7.59,0,646.27,12.44072,-0.00214031812966001,43.52,"0","0",46.9,1.82548954487,33783,100,1084.619757,74.4,0.6553,0.0518,5.0037,3.8751,1.21,8.6696,17.2845,26.4415,0.7383,69.9651000000001,0.4872,10.3957,5.1974,0.7675,0.1524,18.9733,0.7051,5.2634,64.09,73.6,9.51,374.66376,1.24e+09,12.447,4.4,7.34,4.9,3.7,488.1843388,12.63069089202,74.791,71.1,26.629948,26.91237453,1.9,1,512,351,9442867
"17",942.309,0.266243314,2.440526627,2.876678049,22.24254917,203.8869363,240.3239807,3.22553798,29.56698225,34.85095711,0.05766727,0.2448614,0.292606,6559.743077,27853.37113,33284.39482,11217825,56371,5.6681222,3.4641042,5.3784499,5.3784499,0.21,0.08,17.26590116,12.64780464,19.58343854,1.161686942,0.850971482,1.317615839,69.9,46.5,141.99,32.32,8.6,30.28,10.46,23.44,12.98,0.24,0.35,152.31,3.91,22.1,23.1,21,6.839,1490.91,"4",27.21441,39756.2031,1242.276168825,26.85,6.196,1457.53,8.078,-0.0012465262751405,47.22,"2","1",61.9,2.134913683,19878,99,4782.361046,87.9,1.0045,4.18,1.46,4.98,1.06,10.9528,10,15.27,0.1,103.74,11.76,18.47,5.84,1.36,0.17,3.51,0.6,5.64,70.11,80.91,10.8,840.12659,71518900000,18.8,4.1,4.12,3.6,8.7,296.4014971,9.605525429,81.628,80.5,26.8013405,25.74971353,2.2,0,361,236,11632334
"18",128.263,1.12991063,2.803726473,2.913016384,94.39520716,234.2294463,243.3597648,46.05555438,114.2808764,118.7355716,10.76588,36.95931,38.11414,40454.83962,138881.6296,143221.1227,325156,34132,9.9988558,15.1836179,12.2353456,12.2353456,0.76,0.32,0.574202406,0.923822056,2.189241943,4.886535063,7.86184248,18.63072567,19.6,34.53,313.61,80.28,46.99,38.68,28.42,156.48,19.7,0.44,1.43,154.26,2.91,24.1,16.5,31.5,5.956,268.57999,"3",53.26277,11319.526932,13.157082,4.9822,4.6,264.03,19.64747,-0.00276715801519712,66.67,"1","2",71.55,1.83333222267,31420,25,523.7288925,58.3,0.6385,0.5028,3.5109,3.5177,1.1268,12.707,19.2751,31.3694,0.7815,81.4236,1.7884,9.7843,5.0373,0.7558,0.0994,15.7898,0.6068,3.5451,63.05,71.84,8.79,118.64302,3.19e+09,15.642,16.5,19.67,10.1,15.9,1652.2555,6.62153526874,74.623,69.8,27.63242364,30.75287977,8.3,0,126,86,404915
"19",3.382,0.651227469,2.498297764,3.523153305,54.40496818,208.7132635,294.3319386,31.56592909,121.0960744,170.7722919,19.54813,82.3962,89.63388,2184543.406,9207943.438,10016768.94,2083463,8492489,7.3902467,6.9945431,5.1142909,5.1142909,0.1,0.03,470.4756371,694.4851655,888.952408,232.1764814,342.7236384,438.6918811,2.4,34.54,327.29,118.85,23.47,53.24,34.97,80.79,37.9,3.71,23.04,137.86,2.16,9.6,4.7,14.2,4.408,82.610001,"1",47.75591,2220.1766,1233.853008,1.44,62.2,82.42,18.88775,-0.00120355682690904,38.89,"1","1",45.6,1.81773874877,65706,9,84.46045434,43,0.7772,0.7651,2.9129,3.674,1.1289,14.4646,27.446,35.0641,0.9542,94.4817,4.0143,11.983,4.8644,0.8453,0.136,14.9677,0.5492,2.906,55.95,64.42,8.48,34.203602,4.702e+10,11.905,99.5,89.8,35,43.7,5390.388716,7.17069269074,61.771,59.2,22.66670723,24.57959394,31.8,34,21620,12085,12451031
"20",742.909,1.467199081,3.338161179,3.758738978,122.5730227,278.8772915,314.0132814,25.7623364,58.6142892,65.99915392,7.438027,21.49098,25.54418,832527.5026,2405454.015,2859122.773,5394527,5330178,6.950181,8.9480019,7.677487,7.677487,0.41,0.14,28.2497269,43.12736664,95.43615511,6.480708413,9.893755392,21.8938008,11.6,33,215.4,55.94,45.48,45.81,28.66,90.18,30.56,0.65,1.88,151.56,2.78,20.2,14.5,25.6,5.559,406.41,"2",41.64937,6695.7746,274.0712,7.63,20.5,416.29,19.38209,-0.000850204648038523,56.48,"1","2",62.26,1.81654086944,44087,42.7,445.8226242,59.2,0.6962,0.6758,2.7133,3.3821,1.159,13.5529,23.8291,34.8346,0.835199999999999,75.5677,2.0327,9.1799,4.534,0.7614,0.1149,13.68,0.5393,2.1245,64,73.24,9.24,115.56576,2.114e+10,14.468,38.4,32.44,25.2,20,2118.418775,6.37223111565,71.513,67.7,25.42187349,27.92672885,19.6,8,6255,3737,11832936
"21",336.502,0.705741816,3.118057545,4.284558679,58.95921603,260.4893521,357.9414101,8.933852302,39.47090133,54.23741878,0,1.285606,3.633199,0,43087.4322,121767.6454,3352091,183870,7.9595233,6.909738,9.1098473,9.1098473,0.52,0.18,0.165359132,0.556440895,1.81389047,0.047956712,0.161376487,0.52605636,52.3,29.45,319.89,107.48,10.77,22.8,10.27,53.65,10.79,0.15,0.38,161.52,4.12,17.9,17.1,18.4,5.516,585.77002,"3",33.03019,10460.5201,0.529834,9.79,0.5,605.42,13.78716,-0.00237746526871019,35.19,"1","0",40,1.78677214028,24000,59.2,1101.792914,78.2,0.6461,0.1314,4.6902,3.8293,1.2061,7.5197,16.5741,24.3207,0.8,69.3297,1.1316,10.0518,5.1948,0.7698,0.1488,15.3605,0.721,4.7987,67.3,77.55,10.25,315.49902,5.03e+09,20.2,6,7.04,5.9,19.8,555.5097578,11.94299874922,77.401,76.3,26.53071356,25.34013918,4,0,159,141,3263459
"22",8.93,0.505090038,2.24989419,3.958068766,42.19632731,187.9610853,330.6657282,3.825013115,17.0382984,29.97419035,0.752416,37.10923,60.1921,16591.73589,818306.0213,1327312.851,1400631,808566,7.5742542,9.4738462,7.0963344,7.0963344,0.35,0.15,58.12570008,79.48769222,116.732321,100.0783656,136.8585378,200.9847604,8.5,35.2,343.14,107.77,24.71,70.76,15.32,140.84,24.1,0.62,5.06,143.17,2.31,18.9,8.1,29.3,3.471,232.69,"3",53.32503,15842.1301,57.903089,1.97,22.203,290.39,18.53288,-0.00175295420453774,53.7,"0","2",57.62,1.84113881109,61513,48.45,969.9563729,51.1,0.6524,0.5952,2.9354,3.4561,1.1613,12.5591,23.8838,32.959,0.7854,50.5081,1.8216,8.6891,4.8347,0.651,0.1189,15.2346,0.6124,2.7596,56.6,65.23,8.63,51.02795,3.52e+09,13.991,53.3,25.14,18.6,25.704,1561.28169,7.09610799055,69.592,64.1,22.63366824,26.29687711,21.9,1,751,509,2397240
"23",743.068,0.84750795,2.657711216,2.807738164,70.80266919,222.0310122,234.5645918,19.11810954,59.95272863,63.33704097,2.076389,11.95671,12.98858,4315438.805,24850088.45,26994663.41,170536625,35425483,7.7976249,8.682263,8.8017492,8.8017492,0.48,0.19,462.3082374,1001.567782,1384.006108,3.851812013,8.344758976,11.53111911,16.12,54.18,222.15,63.15,19.62,43.82,18.64,69.08,19.15,0.56,1.25,124.23,2.55,22.1,18.5,25.4,6.11,602.28998,"3",53.42883,14033.5656,3923.824387,3.05,5.3,563.57,19.038,-0.000281259500498165,60.65,"1","0",56.61,1.80780737039,31632,100,1391.52257,64.9,0.7827,0.8236,2.4866,3.2751,1.1193,14.2754,23.4574,34.3344,0.6869,73.7472,3.4482,9.2622,4.7102,0.6232,0.0974999999999999,13.8521,0.5145,2.3,65.48,75.24,9.76,393.65927,2.44e+09,3.1,13.3,20.19,10.8,22,1493.520601,5.98602880418,75.881,74.1,26.47157714,27.03856248,8.9,51,44940,23677,213993441
"24",6.857,0.79442727586,2.66290436682,3.89027681084,65.2391095828,220.043690508,324.029984423,13.92011840125,47.1475407883,72.7316833759,0.25272894272,3.5668870691,10.750289777,31334.8852397664,526628.702474131,5758588.2133373,13665223.19,3411324.42,9.2080746,9.676519,9.2202553,9.2202553,0.97,0.33,0.063669409,0.046031263,0.208097287,0.55648172,0.402321252,1.81880651,22.5,42.78,220.47,60.52,26.52,52.19,6.97,106.26,13.59,0.45,0.92,149.2,3.15,14.1,12.5,15.7,6.08074,608.9676943,"4",35.8848093,30332.658147,30.621194295,7.8951,2.202,564.3493,16.86628,-0.00365697781415072,79.63,"0","0",82.14,1.80932668921,22941,100,2083.430502,70,0.7151,0.2926,3.421,3.8195,1.1486,10.7763,18.1089,29.4539,0.8427,84.9831,1.2764,10.6236,5.268,0.6984,0.1375,14.41,0.6705,3.5863,67.48,76.88,9.4,125.25507,2985500000,15.418,10.3,9.97,5.5,13.052,777.6068771,7.21919115757,75.86,78.4,27.31810115,27.33141526,4.3,0,52,29,441532
"25",167.088,0.514931565,2.828763265,4.167510318,43.01850999,236.3210748,348.1629338,7.843800554,43.08971598,63.48245473,0.1288557,5.284159,9.337595,9117.761038,373904.2902,660723.2733,6173072,1004919,8.4220956,6.8991835,10.0065948,10.0065948,0.22,0.09,0.269395188,0.273964794,3.27244017,0.0267746,0.027228763,0.325240684,39.73,29.73,508.75,146.22,10.98,25.73,16.41,29.14,11.03,0.26,0.62,140.58,4.41,25,25.5,24.3,5.598,569.5,"3",41.2841,18444.2602,39.325611,7.95,1.075,478.49,14.14989,-0.00118898081579454,62.96,"2","1",57.14,1.76131307127,28771,87,1491.868089,71.4,0.698,0.1883,4.771,3.9204,1.0463,9.21430000000001,16.7717,27.3284,0.7715,74.0819,1.4075,10.0824,4.8975,0.7753,0.1401,16.3932,0.7373,5.1436,65.6,75.03,9.43,711.14771,3945500000,6,10.7,8.56,6.7,6.5,627.6093553,14.62181767,75.046,74,27.32226907,25.93015482,5.6,0,379,231,6896655
"26",3.205,0.573611327,2.538903881,3.542036729,47.92074575,212.1055873,295.9095012,36.10796922,159.820176,222.9658782,0.823905,80.15421,89.96324,158134.4265,15384225.16,17266900.15,3567793,14542831,7.3630174,5.4645982,3.7923581,3.7923581,0.51,0.11,794.4770944,1207.21164,1553.730536,215.3210044,327.1812676,421.0956136,4.6,35.63,350.79,87.13,16.09,37.02,28.2,76.38,46.66,5.26,30.89,141.5,2,5.6,2.6,8.1,4.741,83.839996,"1",35.30123,1589.6242,1447.456556,1.64,84,83.83,18.33314,-0.000681455117718471,13.89,"0","2",28.69,1.82035062788,70891,1,96.10067087,42.9,0.810500000000001,0.8503,3.0111,4.0715,1.1634,15.2759,29.3267,38.6129,1.0405,82.8222,4.1154,11.7588,4.8898,1.0349,0.1766,14.9231,0.5415,3.7943,52.93,60.79,7.86,34.698746,1.0803e+11,12.714,88.6,115.59,32,39.2,6132.224096,7.24490698722,61.577,58.1,22.25253512,22.1477769,26.7,87,49380,22392,21497097
"27",0.084,0.707986131,1.58855448,3.439233172,59.14671105,132.7113183,287.321067,80.83522961,181.3752565,392.6788828,42.48668,84.76974,97.167,4600043.04,9178040.095,10520294.41,4895650,5303620,4.2383366,4.0934194,2.5851791,2.5851791,0.64,0.14,322.0412056,471.358467,614.7730924,240.4256593,351.9011488,458.969919,3.5,35.51,383.29,131.78,12.68,60.51,34.64,65.71,54.1,5.13,24.8,142.36,1.93,5.4,2.1,8.6,3.775,54.34,"1",38.62482,651.3589,2221.84917,1.54,80.8,47.74,17.9752,-0.000716114270977593,15.74,"1","1",14.29,1.77931051374,80027,28.4,63.73553919,40.4,0.7367,0.8506,3.0195,3.9955,1.1794,14.9924,30.2514,39.6399,1.0057,75.4233,4.4187,11.6276,4.639,0.9742,0.1884,15.1741,0.5186,3.4186,53.51,60.34,6.83,12.152169,4.981e+10,11.982,81.7,86.61,38.1,39.5,5247.735039,7.09451884657,61.584,56.1,21.85867709,21.60407468,28.6,31,20389,10359,12255429
"28",16.048,0.893473526,2.064990798,3.601684469,74.642734,172.5138512,300.892604,38.52634765,89.04186981,155.303704,11.02579,41.82046,66.43285,2708600.533,10273633.02,16319923.83,10458211,12376311,6.5496373,6.8660443,4.8773871,4.8773871,0.71,0.22,705.0311431,999.343615,1367.268711,152.6414651,216.361043,296.0179862,3,35.82,320.24,114.12,24.89,55.51,46.87,99.53,38.13,3.99,22.12,160.58,2.48,11.4,6.1,16.4,5.241,161.66,"2",46.64087,2888.0459,1303.062921,2.35,46,160.24,19.08618,-0.000546862990788448,30.56,"0","0",39.29,1.81137478946,77369,2,162.8401984,44.4,0.821900000000001,0.8737,2.9722,4.0198,1.1689,16.2271,28.9411,36.5692,1.0146,76.3011,4.1423,11.421,4.7888,0.8787,0.1196,14.6305,0.4959,3.1137,52.49,60.14,7.65,113.57147,9.525e+10,12.466,88.7,78.71,33.7,33,4273.025088,6.84270866217,59.292,54.9,23.65643975,25.22671897,25.7,55,35507,17820,27224262
"29",264.982,0.678612354,2.130181041,2.976252719,56.69276143,177.9599867,248.6426666,10.6897202,33.55529731,46.88289067,0,0.4973831,0.4973831,0,181760.3028,181760.3028,35776913,71697,6.2295715,4.7614839,6.5400874,6.5400874,0.24,0.11,35.60457069,54.32872806,42.54485365,0.857066455,1.307790811,1.024131627,42.85,30.1,126.84,27.89,8.99,24.59,8.24,27.85,10.22,0.25,0.27,147.79,6.91,29.4,29.5,29.3,7.025,1745.0699,"4",33.30821,44868.7435,481.24959534,23.48,7.153,1700.77,13.688,-0.00035449015933449,60.65,"1","1",62.5,1.710261106,18838,100,4600.088285,87.6,0.02,0.675900000000001,2.49,1.95,0.67,0.19,16.05,19.67,0.43,4.49,5.5627,11.6,2.93,0.34,0.18,19.48,0.43,2.5,71.2,81.85,10.66,670.91956,34544300000,9.9,4.9,5.81,4.3,1.4,465.0432088,7.232596158,82.434,81.8,27.45423618,26.76370753,3.2,2,1819,1178,38067913
"30",169.068,0.619501806,2.521965051,3.364083781,51.75453686,210.6904804,281.0429223,13.88320642,56.5179327,75.39004581,0.1623494,19.00103,32.42308,872.6231545,102129.9662,174273.0823,384763,148150,9.0616702,8.0251263,6.9133444,6.9133444,0.23,0.07,5.760243668,7.165732482,11.12474185,25.21947203,31.37297661,48.70629301,2.4,27.31,284.41,73.54,19.48,31.22,22.7,60.2,13.67,1.36,4.74,161.02,1.99,11.8,6.9,16.3,5.50495,243.34,"2",42.38109,6831.216,5.446749,4.3362,15.317,243.33,18.21701,-0.00259884117231782,59.26,"1","2",57.26,1.83467062591,31195,42.497,310.4060324,61.7,0.6906,0.4984,3.5179,3.5391,1.1576,11.1246,23.6169,32.2876,0.8637,78.1547,1.897,10.4367,5.0508,0.8331,0.1401,15.6068,0.626,3.4695,64.18,73.59,9.41,71.923409,12010600000,12.658,24.3,23.31,13.3,23.7,2002.559261,7.35121810955,72.981,73,23.80060003,25.42787529,12.2,0,196,136,561901
"31",12.837,1.020846914,1.705468567,3.267034795,85.28378563,142.478577,272.9352377,82.33635294,137.5544755,263.5025157,62.8391,81.09219,93.04771,2888102.631,3727019.758,4276498.805,991050,3555050,7.9801102,7.6084099,5.7774477,5.7774477,1.03,0.28,211.3721932,327.6010112,426.2713344,337.6809928,523.3641805,680.996517,4.6,43.62,506.18,201.86,16.31,77.35,39.85,77.6,70.42,6.76,24.66,140.1,1.6,7.5,3.7,10.9,3.476,73.720001,"1",56.23661,623.4889,1545.000105,1.72,77.6,73.72,19.28562,-0.00143533757804935,24.07,"0","0",28.45,1.83124361991,97115,6,31.85577603,28.6,0.6871,0.7282,3.0369,3.898,1.1852,13.6468,27.9778,38.2444,1.0108,73.3671,3.8328,11.568,4.7506,0.9324,0.1325,14.6947,0.5116,3.1583,43.65,50.16,6.51,12.615376,2.319e+10,12.12,130.5,131.1,41.7,34.5,11915.67596,6.88677994587,53.283,49.5,22.07918352,23.78232058,42.6,22,14800,7142,4919987
"32",5.844,0.708813159,1.761556199,3.216645812,59.21580272,147.1642606,268.7256318,36.5146798,90.74698992,165.7062802,17.41418,57.60084,83.21726,2615047.88,8649787.389,12496547.03,1695139,12314274,7.893766,6.1519716,4.0834561,4.0834561,1.24,0.3,758.6749847,1170.089097,1504.85658,322.6589163,497.6303263,640.0044854,4.6,32.25,328.47,108.11,22.88,50.59,35.45,72.58,39.75,4.04,30,127.98,1.94,6.1,3.1,8.9,4.251,98.139999,"1",43.32121,2046.3631,1244.815163,2.24,87.1,98.14,18.61289,-0.00129069519140597,25,"0","1",32.98,1.81085186719,94563,12.653,99.77119413,37.7,0.7296,0.7537,2.9479,4.0392,1.171,15.0428,28.3585,38.3478,1.0346,74.2973,3.9931,11.2706,4.7195,1.045,0.1692,14.5228,0.5117,3.1096,51.72,59.83,8.11,56.241741,2.234e+10,13.563,138.7,122.75,42.4,43,7102.314108,6.79578394404,54.239,51.1,22.05057441,21.97868164,39.3,80,47731,22314,16914985
"33",733.723,0.622463862,2.106671037,3.075040316,52.00199348,175.9959095,256.8955987,10.00461942,33.85970377,49.42392635,0.1547775,0.6200612,1.807866,28588.08372,114528.0257,333920.7867,17602817,159864,10.1604348,10.825427,11.9969369,11.9969369,0.35,0.16,19.78179495,46.7489839,81.57838945,1.475934844,3.487977429,6.086626005,18.89,28.96,138.67,45.89,18.62,27.95,23.92,43.92,13.71,0.13,0.67,134.76,4.89,28,24.9,31,6.151,727.16998,"4",44.44094,22104.7654,54.862785,7.17,4.02,720.4,16.27305,-0.00071218592030412,59.72,"1","0",69.7,1.7280268907,21333,93.1,1903.118645,76,0.55,0.6323,1.56,1.99,1.27,8.05,13.44,19.48,0,49.85,1.8821,2.99,2.62,0.1,0.1,11.43,0.45,2.11,69.9,80.32,10.42,613.57904,3.4e+08,10.931,8.1,7.88,6.1,7.5,627.4581196,5.37883863,80.181,81.2,27.99180302,28.34360496,4.9,2,1519,1118,19212362
